id,Date Created,Date Completed,Last Modified,node,slot,ssu,rack,ru_low,ru_high
369,9/4/2019 3:06 PM,4/16/2020 8:54 AM,4/16/2020 8:54 AM,-1,-1,-1,-1,-1,-1
372,9/2/2019 11:15 PM,1/23/2020 10:55 AM,1/23/2020 10:55 AM,174,66,85,15,26,30
373,8/30/2019 2:04 PM,8/30/2019 4:16 PM,9/3/2019 10:06 AM,-1,-1,-1,-1,-1,-1
375,8/27/2019 9:36 AM,1/23/2020 10:27 AM,2/4/2020 2:02 AM,193,32,94,16,31,35
376,8/26/2019 12:37 AM,1/23/2020 10:50 AM,2/13/2020 2:05 AM,156,69,76,14,21,25
377,8/21/2019 8:13 AM,1/23/2020 10:47 AM,2/4/2020 2:02 AM,39,56,17,3,6,10
378,8/12/2019 4:49 PM,1/23/2020 10:45 AM,4/15/2020 2:01 AM,213,32,104,18,1,5
379,8/3/2019 3:51 AM,1/23/2020 10:43 AM,1/31/2020 2:02 AM,12,67,4,1,21,25
385,7/22/2019 7:29 PM,7/26/2019 11:27 AM,2/13/2020 2:04 AM,170,35,83,15,16,20
387,7/15/2019 8:02 AM,7/26/2019 11:17 AM,10/9/2019 2:05 AM,207,51,101,17,26,30
389,6/26/2019 4:34 PM,7/26/2019 11:07 AM,2/13/2020 2:04 AM,165,79,80,15,1,5
390,6/24/2019 11:53 AM,7/26/2019 11:23 AM,2/13/2020 2:04 AM,97,42,46,6,31,35
394,6/17/2019 1:34 PM,7/26/2019 11:00 AM,2/13/2020 2:04 AM,221,29,108,18,21,25
395,6/16/2019 12:59 PM,7/26/2019 10:55 AM,2/13/2020 2:02 AM,46,44,21,3,26,30
399,6/12/2019 9:35 PM,7/26/2019 10:48 AM,2/13/2020 2:02 AM,213,51,104,18,1,5
401,6/10/2019 7:18 AM,7/26/2019 10:38 AM,7/26/2019 10:38 AM,210,62,103,17,36,40
402,6/4/2019 12:49 AM,7/26/2019 10:33 AM,2/13/2020 2:02 AM,192,31,94,16,31,35
406,5/20/2019 3:37 AM,7/26/2019 10:14 AM,10/9/2019 2:05 AM,167,80,81,15,6,10
408,5/8/2019 8:33 AM,7/26/2019 10:10 AM,10/9/2019 2:04 AM,178,40,87,15,36,40
409,4/26/2019 12:54 PM,2/19/2020 2:34 PM,2/19/2020 2:37 PM,-1,-1,-1,-1,-1,-1
410,4/25/2019 2:40 AM,7/26/2019 10:03 AM,10/9/2019 2:03 AM,55,35,25,4,6,10
411,4/22/2019 7:29 AM,4/20/2020 9:29 AM,4/20/2020 9:30 AM,56,12,26,4,11,15
415,4/7/2019 7:34 PM,4/22/2019 9:16 AM,10/9/2019 2:02 AM,244,68,120,20,1,5
416,4/7/2019 12:27 AM,4/22/2019 9:17 AM,10/9/2019 2:02 AM,240,71,118,19,31,35
419,4/4/2019 5:31 AM,4/22/2019 9:18 AM,5/2/2019 2:02 AM,55,14,25,4,6,10
420,4/4/2019 12:55 AM,4/22/2019 9:19 AM,4/24/2019 2:02 AM,55,80,25,4,6,10
421,4/2/2019 12:48 PM,4/2/2019 12:50 PM,4/2/2019 1:50 PM,26,1,11,2,16,20
427,3/9/2019 10:58 AM,4/22/2019 9:20 AM,4/6/2021 2:01 AM,105,65,50,7,11,15
428,3/3/2019 11:04 AM,4/19/2019 12:56 PM,2/13/2020 2:02 AM,76,35,36,5,21,25
430,2/16/2019 11:15 AM,4/19/2019 12:32 PM,4/27/2019 2:02 AM,64,72,30,4,31,35
431,2/13/2019 12:14 PM,4/19/2019 11:43 AM,10/9/2019 2:02 AM,133,83,64,13,1,5
433,2/7/2019 1:17 PM,8/7/2019 1:56 PM,8/7/2019 1:56 PM,-1,-1,-1,-1,-1,-1
438,1/25/2019 7:06 AM,4/19/2019 10:42 AM,5/1/2019 2:01 AM,31,38,13,2,26,30
439,1/3/2019 9:23 AM,1/25/2019 11:22 AM,4/4/2019 2:05 AM,116,25,56,8,1,5
440,1/2/2019 8:13 AM,1/25/2019 11:04 AM,4/4/2019 2:06 AM,62,11,29,4,26,30
441,12/28/2018 8:02 AM,1/25/2019 10:42 AM,4/4/2019 2:06 AM,171,34,83,15,16,20
442,12/24/2018 2:15 PM,1/25/2019 10:10 AM,4/4/2019 2:03 AM,212,9,104,18,1,5
445,12/10/2018 7:54 AM,1/25/2019 9:32 AM,4/4/2019 2:02 AM,73,5,34,5,11,15
446,12/10/2018 7:49 AM,1/25/2019 9:14 AM,4/4/2019 2:02 AM,61,78,28,4,21,25
447,12/10/2018 7:43 AM,1/25/2019 8:40 AM,4/4/2019 2:02 AM,202,71,99,17,16,20
448,11/16/2018 11:21 PM,12/4/2018 1:54 PM,1/28/2021 2:01 AM,209,61,102,17,31,35
449,11/14/2018 7:06 AM,12/4/2018 1:08 PM,12/15/2018 2:01 AM,147,18,71,13,36,40
450,11/12/2018 3:08 PM,12/4/2018 1:36 PM,12/15/2018 2:01 AM,25,64,10,2,11,15
451,11/7/2018 7:26 AM,12/4/2018 11:59 AM,12/15/2018 2:01 AM,66,63,31,4,36,40
452,10/30/2018 7:54 AM,12/4/2018 11:35 AM,12/15/2018 2:01 AM,221,54,108,18,21,25
453,10/19/2018 8:59 AM,10/29/2018 3:04 PM,11/6/2018 2:00 AM,190,69,93,16,26,30
454,10/5/2018 9:06 AM,10/29/2018 2:35 PM,4/12/2019 1:43 PM,163,39,79,14,36,40
455,10/5/2018 9:04 AM,10/29/2018 2:08 PM,4/12/2019 1:27 PM,117,0,56,8,1,5
457,9/21/2018 11:45 AM,8/7/2019 1:44 PM,8/7/2019 1:44 PM,-1,-1,-1,-1,-1,-1
458,9/13/2018 8:56 AM,6/25/2019 3:02 PM,6/25/2019 3:02 PM,-1,-1,-1,-1,-1,-1
459,9/3/2018 2:25 PM,10/29/2018 1:46 PM,3/18/2019 12:42 PM,13,30,4,1,21,25
460,9/3/2018 1:35 PM,10/29/2018 1:28 PM,3/18/2019 12:42 PM,72,75,34,5,11,15
462,8/22/2018 4:12 PM,9/4/2019 10:30 AM,9/4/2019 10:30 AM,25,58,10,2,11,15
463,8/10/2018 1:07 PM,8/10/2018 1:41 PM,8/30/2018 8:33 AM,-1,-1,-1,-1,-1,-1
464,8/6/2018 1:15 PM,9/10/2018 12:04 PM,3/18/2019 12:42 PM,142,21,69,13,26,30
466,7/13/2018 8:47 AM,10/29/2018 12:46 PM,10/29/2018 12:46 PM,105,59,50,7,11,15
467,7/13/2018 8:44 AM,10/29/2018 12:34 PM,10/29/2018 12:34 PM,112,15,54,7,31,35
468,7/12/2018 4:18 PM,9/10/2018 10:48 AM,3/18/2019 12:42 PM,9,60,2,1,11,15
472,7/6/2018 10:16 AM,9/10/2018 10:31 AM,9/10/2018 10:32 AM,55,23,25,4,6,10
477,6/7/2018 11:02 AM,9/10/2018 10:13 AM,3/18/2019 12:42 PM,20,20,8,2,1,5
484,5/26/2018 8:48 AM,9/10/2018 9:11 AM,3/18/2019 12:42 PM,37,26,16,3,1,5
485,5/3/2018 10:30 AM,11/29/2018 10:30 AM,11/29/2018 10:30 AM,195,70,95,16,36,40
486,5/2/2018 3:50 AM,5/16/2018 1:44 PM,3/18/2019 12:42 PM,194,70,95,16,36,40
487,4/1/2018 8:45 AM,5/16/2018 2:18 PM,3/18/2019 12:42 PM,97,2,46,6,31,35
488,3/29/2018 1:55 PM,5/16/2018 10:44 AM,3/18/2019 12:42 PM,202,67,99,17,16,20
489,3/25/2018 6:36 PM,5/16/2018 9:28 AM,3/18/2019 12:42 PM,141,3,68,13,21,25
492,2/28/2018 7:58 AM,5/16/2018 8:07 AM,3/18/2019 12:41 PM,159,63,77,14,26,30
493,2/22/2018 4:15 PM,5/16/2018 7:52 AM,3/18/2019 12:41 PM,242,73,119,19,36,40
494,2/18/2018 5:50 PM,5/14/2018 2:06 PM,3/18/2019 12:41 PM,17,62,6,1,31,35
495,2/17/2018 3:28 PM,5/14/2018 2:26 PM,3/18/2019 12:41 PM,116,53,56,8,1,5
496,2/12/2018 1:18 PM,5/14/2018 1:46 PM,3/18/2019 12:41 PM,58,18,27,4,16,20
497,2/2/2018 8:34 PM,2/12/2018 10:00 AM,3/18/2019 12:41 PM,200,82,98,17,11,15
499,1/30/2018 1:13 PM,2/12/2018 9:25 AM,3/18/2019 12:41 PM,95,83,45,6,26,30
502,1/25/2018 2:25 PM,2/12/2018 8:26 AM,8/10/2018 2:02 PM,9,72,2,1,11,15
503,1/25/2018 12:19 PM,8/30/2018 8:29 AM,8/30/2018 8:35 AM,-1,-1,-1,-1,-1,-1
504,1/25/2018 12:17 PM,8/30/2018 8:10 AM,8/30/2018 8:10 AM,-1,-1,-1,-1,-1,-1
505,1/25/2018 12:16 PM,8/30/2018 8:04 AM,8/30/2018 8:04 AM,-1,-1,-1,-1,-1,-1
506,1/25/2018 12:15 PM,8/30/2018 7:58 AM,8/30/2018 7:58 AM,-1,-1,-1,-1,-1,-1
511,1/10/2018 1:16 AM,2/13/2018 10:31 AM,3/18/2019 12:41 PM,20,30,8,2,1,5
513,1/4/2018 11:26 PM,2/8/2018 11:17 AM,3/18/2019 12:41 PM,55,12,25,4,6,10
515,12/29/2017 11:02 PM,2/5/2018 3:44 PM,3/18/2019 12:41 PM,127,34,61,8,26,30
516,12/22/2017 11:11 PM,2/5/2018 3:58 PM,3/18/2019 12:41 PM,9,32,2,1,11,15
519,12/12/2017 3:37 PM,2/5/2018 3:07 PM,3/18/2019 12:41 PM,133,58,64,13,1,5
520,12/2/2017 3:05 PM,2/5/2018 2:51 PM,3/18/2019 12:41 PM,115,62,55,7,36,40
521,11/16/2017 10:29 AM,2/12/2018 7:54 AM,8/10/2018 1:59 PM,103,81,49,7,6,10
522,11/6/2017 3:44 PM,11/14/2017 4:28 PM,3/18/2019 12:41 PM,152,80,74,14,11,15
523,11/1/2017 11:50 PM,11/14/2017 4:28 PM,3/18/2019 12:41 PM,200,6,98,17,11,15
525,10/29/2017 8:39 PM,11/14/2017 4:27 PM,3/18/2019 12:41 PM,32,46,14,2,31,35
526,9/12/2017 11:03 AM,5/15/2018 1:42 PM,5/15/2018 1:42 PM,-1,-1,-1,-1,-1,-1
531,8/30/2017 5:35 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,58,68,27,4,16,20
535,8/8/2017 3:41 PM,3/20/2018 10:00 PM,8/10/2018 1:54 PM,59,59,27,4,16,20
540,7/27/2017 9:02 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,220,69,108,18,21,25
545,7/20/2017 9:36 AM,3/20/2018 10:00 PM,8/10/2018 1:53 PM,90,78,43,6,16,20
546,7/20/2017 9:33 AM,3/20/2018 10:00 PM,8/10/2018 1:53 PM,172,19,84,15,21,25
547,7/4/2017 3:45 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,62,65,29,4,26,30
549,7/3/2017 8:50 AM,3/20/2018 10:00 PM,8/10/2018 1:42 PM,66,21,31,4,36,40
550,7/1/2017 11:18 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,105,46,50,7,11,15
553,6/14/2017 5:25 PM,6/21/2017 10:43 AM,3/18/2019 12:41 PM,135,8,65,13,6,10
554,6/6/2017 9:13 PM,6/7/2017 9:10 AM,3/18/2019 12:41 PM,63,16,29,4,26,30
555,6/5/2017 10:11 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,58,68,27,4,16,20
556,5/30/2017 3:52 PM,6/6/2017 1:59 PM,3/18/2019 12:41 PM,233,39,114,19,11,15
557,5/16/2017 10:45 PM,5/17/2017 11:55 AM,3/18/2019 12:41 PM,67,72,31,4,36,40
560,5/6/2017 5:45 PM,5/8/2017 12:57 PM,3/18/2019 12:41 PM,56,77,26,4,11,15
561,5/5/2017 4:51 AM,5/5/2017 11:18 AM,3/18/2019 12:41 PM,148,71,72,14,1,5
562,5/3/2017 11:08 PM,5/5/2017 10:53 AM,3/18/2019 12:41 PM,22,58,9,2,6,10
563,4/23/2017 11:12 PM,5/5/2017 10:35 AM,3/18/2019 12:41 PM,85,23,40,6,1,5
564,4/17/2017 11:16 PM,4/21/2017 10:45 AM,3/18/2019 12:41 PM,236,35,116,19,21,25
565,4/16/2017 10:29 PM,4/21/2017 10:46 AM,3/18/2019 12:41 PM,91,77,43,6,16,20
568,2/26/2017 11:43 PM,4/10/2017 9:08 AM,3/18/2019 12:41 PM,18,27,7,1,36,40
575,2/10/2017 9:28 PM,2/13/2017 1:19 PM,3/18/2019 12:41 PM,173,76,84,15,21,25
579,1/29/2017 8:01 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
580,1/19/2017 5:54 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
582,1/13/2017 9:05 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,104,35,50,7,11,15
585,12/28/2016 10:53 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
586,12/27/2016 1:47 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
589,12/16/2016 2:57 PM,11/10/2017 8:12 AM,11/10/2017 8:12 AM,-1,-1,-1,-1,-1,-1
592,12/7/2016 11:36 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,127,75,61,8,26,30
593,12/3/2016 12:48 PM,12/8/2016 1:53 PM,3/18/2019 12:41 PM,128,61,62,8,31,35
595,11/18/2016 2:46 PM,11/18/2016 3:02 PM,8/28/2017 11:41 AM,41,68,18,3,11,15
597,11/18/2016 10:09 AM,2/7/2017 2:02 PM,10/19/2017 12:19 PM,-1,-1,-1,-1,-1,-1
599,11/10/2016 10:18 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,34,59,15,2,36,40
607,11/7/2016 12:14 PM,11/10/2017 7:26 AM,11/10/2017 7:26 AM,-1,-1,-1,-1,-1,-1
608,11/5/2016 7:37 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,15,31,5,1,26,30
611,10/30/2016 8:21 PM,3/27/2017 9:46 AM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
615,10/14/2016 4:09 PM,2/7/2017 11:59 AM,8/28/2017 11:41 AM,222,2,109,18,26,30
617,10/12/2016 6:14 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,175,14,85,15,26,30
618,9/22/2016 9:49 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,131,30,63,8,36,40
619,9/16/2016 11:25 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,19,54,7,1,36,40
622,9/8/2016 11:02 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,49,73,22,3,31,35
623,9/4/2016 11:09 PM,9/8/2016 8:53 AM,3/18/2019 12:41 PM,192,30,94,16,31,35
624,9/2/2016 9:07 PM,9/7/2016 4:35 PM,3/18/2019 12:41 PM,86,64,41,6,6,10
627,8/22/2016 7:40 PM,1/3/2017 2:25 PM,10/19/2017 12:03 PM,-1,-1,-1,-1,-1,-1
630,8/17/2016 11:18 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
635,8/3/2016 9:35 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
640,7/3/2016 8:31 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
642,6/25/2016 10:41 AM,6/29/2016 8:06 AM,3/18/2019 12:41 PM,122,35,59,8,16,20
643,6/24/2016 8:34 PM,6/29/2016 8:43 AM,3/18/2019 12:41 PM,236,57,116,19,21,25
648,6/21/2016 7:42 AM,6/21/2016 3:34 PM,3/18/2019 12:41 PM,30,70,13,2,26,30
652,6/13/2016 8:12 AM,8/29/2016 2:42 PM,10/19/2017 11:59 AM,-1,-1,-1,-1,-1,-1
658,5/26/2016 4:46 PM,11/16/2016 4:16 PM,8/28/2017 11:41 AM,245,79,120,20,1,5
659,5/26/2016 4:45 PM,11/16/2016 4:03 PM,8/28/2017 11:41 AM,-1,-1,-1,-1,-1,-1
660,5/26/2016 4:44 PM,11/16/2016 2:28 PM,8/28/2017 11:41 AM,231,43,113,19,6,10
661,5/26/2016 4:42 PM,11/16/2016 2:08 PM,8/28/2017 11:41 AM,219,32,107,18,16,20
662,5/26/2016 4:41 PM,11/16/2016 1:55 PM,8/28/2017 11:41 AM,185,22,90,16,11,15
663,5/26/2016 4:39 PM,11/16/2016 1:24 PM,8/28/2017 11:41 AM,76,53,36,5,21,25
664,5/26/2016 4:38 PM,11/16/2016 12:37 PM,8/28/2017 11:41 AM,18,37,7,1,36,40
666,5/23/2016 3:21 PM,3/20/2018 10:00 PM,3/23/2018 12:27 PM,-1,-1,-1,-1,-1,-1
668,5/5/2016 5:20 AM,5/5/2016 5:39 AM,5/5/2016 5:39 AM,-1,-1,-1,-1,-1,-1
670,4/29/2016 6:28 PM,9/1/2016 3:38 PM,3/18/2019 12:41 PM,0,23,-1,-1,-1,-1
674,4/23/2016 1:43 PM,4/23/2016 6:26 PM,4/23/2016 6:26 PM,-1,-1,-1,-1,-1,-1
676,4/10/2016 4:14 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
681,3/2/2016 10:15 PM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
683,3/1/2016 3:16 PM,3/20/2018 10:00 PM,3/23/2018 12:27 PM,-1,-1,-1,-1,-1,-1
685,2/28/2016 4:13 AM,3/20/2018 10:00 PM,3/18/2019 12:41 PM,-1,-1,-1,-1,-1,-1
687,2/9/2016 1:20 AM,11/10/2017 6:22 AM,11/10/2017 6:22 AM,-1,-1,-1,-1,-1,-1
689,2/4/2016 7:20 PM,9/20/2017 2:34 PM,10/19/2017 12:00 PM,-1,-1,-1,-1,-1,-1
691,1/20/2016 6:46 AM,1/26/2016 10:42 AM,3/18/2019 12:41 PM,69,3,32,5,1,5
693,1/14/2016 3:13 PM,1/26/2016 1:40 PM,8/28/2017 11:42 AM,-1,-1,-1,-1,-1,-1
694,1/14/2016 3:03 PM,1/26/2016 1:42 PM,8/28/2017 11:42 AM,157,34,76,14,21,25
695,1/13/2016 4:48 PM,1/26/2016 12:02 PM,3/18/2019 12:41 PM,207,46,101,17,26,30
697,12/18/2015 4:07 PM,,1/3/2018 1:37 PM,26,68,11,2,16,20
705,12/1/2015 5:49 AM,3/23/2016 10:15 AM,8/28/2017 11:42 AM,-1,-1,-1,-1,-1,-1
707,11/29/2015 1:58 PM,4/14/2016 3:06 PM,8/28/2017 11:42 AM,12,29,4,1,21,25
711,11/11/2015 3:59 PM,,1/3/2018 1:37 PM,95,55,45,6,26,30
712,11/10/2015 3:46 PM,6/7/2016 9:25 AM,10/19/2017 11:55 AM,-1,-1,-1,-1,-1,-1
713,11/5/2015 2:22 PM,,1/3/2018 1:37 PM,91,55,43,6,16,20
714,11/5/2015 1:53 PM,,1/3/2018 1:37 PM,223,50,109,18,26,30
715,11/5/2015 1:44 PM,,1/3/2018 1:37 PM,97,70,46,6,31,35
725,10/23/2015 4:32 PM,,1/3/2018 1:37 PM,182,4,89,16,6,10
727,10/21/2015 7:22 AM,3/10/2016 2:55 PM,10/19/2017 11:52 AM,-1,-1,-1,-1,-1,-1
728,10/19/2015 12:51 PM,,1/3/2018 1:37 PM,53,37,24,4,1,5
738,10/2/2015 4:33 PM,,1/3/2018 1:37 PM,217,24,106,18,11,15
739,10/2/2015 4:31 PM,,1/3/2018 1:37 PM,91,3,43,6,16,20
746,9/22/2015 2:28 PM,,1/3/2018 1:37 PM,208,48,102,17,31,35
747,9/22/2015 2:27 PM,,1/3/2018 1:37 PM,200,22,98,17,11,15
748,9/22/2015 1:46 PM,,1/3/2018 1:37 PM,136,71,66,13,11,15
750,9/22/2015 1:12 PM,,1/3/2018 1:37 PM,89,24,42,6,11,15
752,9/22/2015 10:37 AM,,1/3/2018 1:37 PM,-1,-1,-1,-1,-1,-1
753,9/22/2015 10:19 AM,,1/3/2018 1:37 PM,6,81,1,1,6,10
754,9/22/2015 10:13 AM,,1/3/2018 1:37 PM,30,26,13,2,26,30
755,9/22/2015 10:03 AM,,1/3/2018 1:37 PM,104,8,50,7,11,15
756,9/22/2015 9:54 AM,,1/3/2018 1:37 PM,99,28,47,6,36,40
757,9/11/2015 10:39 AM,,1/3/2018 1:37 PM,-1,-1,-1,-1,-1,-1
